@relation C__Users_Matilde_Desktop_GitHub_datamin_GenrePrediction_dataset

@attribute text string
@attribute @@class@@ {Action,Adventure,BoardGames,Educational,Fighting,Puzzle,Racing,RPG,Shooter,Simulation,Sport,Strategy}

@data
'dragon ball burst limit arcad fight game develop dimp came atari publish game game rate meh rawg dragon ball burst limit avail xbox playstat produc ryo mito tomoaki imanishi direct daisuk aoki yutaka fujimoto score kenji yamamoto',Fighting
'million download count simpl game split shape half get shape sound pretti easi right well youd surpris especi shape outlin countri sport equip tool food ink blot get idea addit spin mode puls mode plus arcad endur got speed accuraci succeed testimoni perfect pick play game addict girlfriend happi haha top chart game poland lithuania itali romania new zealand load thank help far determin make game better better music ben sound',Puzzle
'welcom zombi apocalyps everybodi favourit end world drive car around run mani zombi time run way highscor make combo kill drive around longer pixel blood spill road stay quit restart game like your paint blood zombi pixel blood even stick vehicl featur mani unlock vehicl excit power fun track sticki blood technolog hit zombi splatter creat real time form uniqu pattern pixel blood stick road dri time blood stay even level goe away quit restart game blood stick vehicl away time dont worri fanci sport car clean eventu let paint town red music teknoax',Racing
'fend danger wild battl ancient armi creat allianc mission conquer world villag chief build prosper settlement defend peopl prehistor danger easi task clan occupi world clan whose intent might pure set time long modern civil caveman oper one basic law conquer conquer start settlement today find age cavemen free play multiplay strategi game main goal player face danger wild prehistor world villag chief build prosper settlement lead armi creat allianc destroy oppon network connect requir play game featur build strong prosper villag surviv attack enemi train huge armi lead warrior victori battl explor prehistor world chieftain conquer world',RPG
'movement ship boost ship keep stop ship keep move left ship keep move right ship keep shoot click left mous',Shooter
'abandon galaxi far far away regular clean alien enemi territori team thought alien dead flew earth base everi one alien nearest region hunt till death intergalact compa broken cant find path home ship serv best everi time serv best fight long hardest battl life squad help fight send help arsenal three weapon loot boss defeat',Simulation
'real basketbal addict game design basketbal fan prepar experi amaz slam dunk shoot best basketbal game',Sport
'welcom twist world anti chess anti chess one popular variant chess object game player lose piec game support one player play comput also support two player local pvp mode featur fun cute charact excit sound effect competit comput challeng everi time play local player player friend dont know get start tri simplifi tutori play aim anti chess sacrific piec game setup chess board order tradit chess play way interest rule player piec posit kill oppon piec player commit move game one player piec kill game king kill checkmat anti chess castl pawn reach end board get promot queen situat player make move player lesser number chess piec win game develop srinavin nairaka zencod profession game programm work bunch startup help get ground passion indi game game develop driven explor network core gameplay system tool bunch indi project ajay karat design anim avid indi gamer creator passion contributor newground com janic kim graphic design artist southern california work play video game watch scienc fiction film bake sweet',Strategy
'abstract arena top action shooter game set complet abstract context differ ship clash arena take advantag uniqu balanc skill possess fast precis power gameplay easi learn hard master adapt mani play style thank varieti situat player brought encount differ ship uniqu abil challeng arena simultan minim stylish graphic soft sci music stereo sound effect differ gadget use dynam map move obstacl choos free team base match game mode play lan play local split screen multiplay full support like control achiev unlock support english italian french spanish german russian languag key featur abstract arena graphic bright color dri figur aesteth precis defin sharp line geometr shape give impress play within minimalist work art accentu atmospher inspir soft sci music track make perfect audio background mani sound effect give gameplay littl shake differ power give challeng new skill use gadget companion turret magnet field freez missil reflect shield mani special object enrich situat dynam map fill move obstacl avail host possibl fight endow differ background may thought possibl encount oppon within arena true fact player abl set free match team base battl well possibl almost infinit clash common also unfair brawl allow everyon know player make game fun need start local multiplay match least one standard control player fight togeth simultan display arena mode screen easili divid two half game also fulli support gamepad analog stick rumbl function better involv player action unlock new skin ship listen music track appli special graphic effect much complet differ achiev easi task harder challeng gain access extra content unveil everi secret game wait abstract arena born april let alberto murator take part annual gamemak italia forum game develop competit develop continu thank mani help provid kind peopl offer skill task main develop couldnt take care websit build translat team credici found group peopl name credici italian word two mean believ trust perfect describ collabor member adventur main role cover indiexpo italian portal indi game sustain presenc social media brought show game svilupparti afer year develop abstract arena final readi appreci steam communiti',Action
'game finish hour game base book seri bologna tell tale patrick journalist experi strang event lead path paranorm investig game take place modern time real locat around washington state funni charact situat two possibl end gameplay similar point click adventur battl system replac uniqu interview system need help seek batboy dead end road sometim appear note wasnt abl get anyon test game way pleas report bug mistak fix asap',Adventure
'play freecel option provid chang background pictur chang card appear card fli suit stack manual instruct includ app appear unobtrus top screen dont interfer gameplay goal uncov card move ascend order suit stack setup standard deck dealt cascad stack play move card cascad stack free cell uncov card move complet suit stack move top card cascad stack card free cell card move empti free cell top anoth cascad stack top card differ color one higher valu one suit stack ascend order ace king exampl club move cascad stack top card heart valu card move empti free cell empti cascad stack move card tap card move suit stack spot avail pile avail higher card differ color doubl tap card move open free cell altern simpli drag card want attempt move allow card shake note reject new hand look difficult click new game click new game move card game count loss click undo undo one move time start undo move current game',BoardGames
'welcom journey began januari decid learn unreal engin cowsim first project creat help jump start learn curv cattl handl first project lot improv upgrad right cattl act herd mental rather individu design differ stress level goal edugam minim stress maxim effici',Educational
'dragon ball infinit world fight video game playstat base anim manga seri dragon ball game develop dimp publish north america atari europ japan namco bandai game bandai label releas north america novemb japan decemb europ follow day',Fighting
'game half full glass fun simpl play level cutest cast pictur yet challeng get perfect reward level free puzzl game suitabl age fun relax guarante play slice turn line till think get shape cover get close youll reveal detail shape get star get least star next level tri get better result set line youll get perfect featur free play play anywher anytim suitabl age cute imag hide shape find worth replay get perfect',Puzzle
'game demand version support english bloodiest deadliest entertain sport twist new age contest weapon vehicl battl swarm undead orgi ultra violenc self preserv step ruthless modern day gladiat arena planet last man stand survivor need crash smash shoot mutil way live anoth day',Racing
'age conan hyborian adventur rpg massiv multiplay game develop funcom came eido interact publish game rawger rate game meh age conan hyborian adventur avail compos knut avenstroup haugen score game',RPG
'asteroid itch rayth shooter game develop rayth came asteroid itch rayth avail purchas game itch',Shooter
'arrow key wasd mous walk around space jump alt exit featur virtual stargaz look alienslot sneaki secretsextrem alien close upsalarm sudden music realist alien graphic ever cant fight havent discov alien yet human bonus alien guid pdf separ download list hey thank play cool great game made month use uniti maya excit play probabl alien youv seen one spot ever pleas tweet favourit alien use free alien refer guid twitter gracebruxn special thank best sound youtub hypno system youtub xxjuanvswildxx youtub sfxsourc youtub piano mode youtub sound effect youtub audio enabl youtub las ketchup band lionel richi man nico bug fixer doug doug fixer happi custom god jesic say duckbro',Simulation
'basketbal shooter star free sport multiplay basketbal game play peopl around world kill free time play basketbal shooter star impress competit goe top player tri star top basketbal shooter star basketbal shooter star one best basketbal game sport game impress awesom locat grow career gameplay win onlin match differ locat accumul point rank leaderboard earn cash buy perform basketbal also play onlin basketbal game shooter race mode earn cash buy new basketbal note particip intern competit youv connect facebook gameplay mode basketbal shooter star offer like basketbal game multipl gameplay mode career mode particip intern competit race mode onlin match earn game cash offlin mode singl player gameplay without internet connect pass time train multipl free cash option dont worri dont enough money particip competit option earn money without effort tap free cash button nice graphic sound basketbal shooter star one awesom sport game basketbal game particular design impress everi time play natur graphic good music nice effect follow discov futur version basketbal shooter star',Sport
'properti trade board game twist base real world board game took stand big busi plung creator david goliath legal battl anti opoli properti trade game let player choos free enterpris monopoli differ rule path decid win competitor charg fair market valu rent monopolist amass control whole region charg much higher fee featur enjoy twist classic monopoli play take role competitor monopolist includ anti opoli two histor game preced monopoli origin opoli quaker opoli inform true histori monopoli game legal battl anti monopoli local multiplay six player support english german russian dutch languag option',Strategy
'background stori recent darkstar academi scienc discov coloss cave sent number research lost communic enter cave uncov dark secret huge cave academi put togeth elit squad send abyss call abyss raider elit member access drive drill truck survivor design academi survivor formid self repair ore extract product research develop abil danger unabl contact ground survivor also support independ explor research underground expect enter cave disturb strong energi great shock member fallen coma drill truck went control manag enter deepest part cave somewher ten thousand meter underground truck bodi sever damag mani function cant work normal moment hear hurri alarm tranc member elit squad penetr abyss myriametr deep fight unknown creatur surviv explor huge underground world game need design construct turret real time defend continu attack enemi meanwhil robot assist assist fight collect resourc maintain turret develop weapon gear turret unit use various weapon ammunit explor vast underground cave search relic scatter around final find underworld world escap game modular automat conveni simpl defens devic piec differ modul togeth make devic differ function battl turret must equip weapon ammunit box function normal',Action
'dark time blackandwitengton mean everyth made everi shade gray obvious dark time way blue friend blue cube need hug even rectangular guy terrifi idea touch help get hug control click blue cube start move interact game made approxim day week game jam week jam theme dont touch first time ever rogu jam also first game ever made uniti know lot work enjoy even littl thing game pleas tell order continu work lot new level deeper storylin thank play',Adventure
'app store user friend freecel solitair card game free test focus strategi skill freecel classic classic card game brain train app track achiev rise various difficulti level compet player freecel classic card game featur freecel like youd expect statist track progress user friend interfac made wrong move simpli hit undo keep play game center integr earn achiev compet friend see whos best freecel quest mode unlock secret castl free king cell card game work iphon ipad portrait landscap mode play anytim anywher conquer game within freecel solitair card game complet quest game complet bring closer fill piec pictur pictur play find brought mapl media solitair mahjong sudoku compani challeng conquer card game app pleas feel free email contact maplemedia question concern',BoardGames
'createrria critic acclaim easiest game creator time back huge updat tap craft game share friend becom famous runner mechan complet new mysteri loot system adventur game ipad mani countri becom famous game design creat game alway want play want tell stori creat awesom alway run game clever puzzler platform createrria offer quick super easi tech skill requir game creation readi kick start imagin createrria power strong communiti platform allow publish amaz stuff friend play simpli play rate great game creat gamer around world jump start play creat game note createrria play best ipad iphon ipod touch newer game featur level paint paint level finger simpli swipe finger paint next great game loot craft craft loot item need game graphic theme great look distinct graphic theme readi game game mechan craft game creat platform runner aim shoot game flappi adventur rube goldberg style contrapt simpli mix everyth make someth complet new createrria sandbox pixel art awak inner retro artist creat stun masterpiec pixel art block turn game art art game choic avatar choos amaz avatar feel bit zombi today love block pixel ginger cooki cowboy someth creator communiti one tap game publish worldwid createrria communiti facebook friend play like comment game play like youtub game inventori hundr build block readi creativ terrain block decor collect enemi various machin teleport bomb door much much share creation play video beat score epic fail creat best game ever share video creation play everyplay youtub facebook twitter also add commentari fan facebook integr log facebook account share creation facebook friend critic acclaim wsa mobil global champion entertain lifestyl select game connect europ best show final second place pitchforc may event runaway acceler san francisco select indi prize showcas san francisco',Educational
'dragon ball shin budokai anoth road arcad fight game develop dimp came atari publish game rawger rate game recommend dragon ball shin budokai anoth road avail psp',Fighting
'dice challeng logic puzzl game without time limit neither color match match repetit kind educ improv calcul abil brain boost dynam dice differ type puzzl game ever seen block dice encount number like sudoku game believ addict popular game make editor choic soon dice strategi game like chess well new sort domino even categor puzzl game piec mani kind game like action adventur board card casual educ race strategi game math game physic game drag dice onto board combin dice make total line vertic horizont combo clear board give extra point quick mode high competit target get higher score better rank leaderboard take journey adventur mode face lot surpris way improv skill beat challeng featur addict excel dynam control gameplay inspir graphic sound deserv innov award bomb booster rewind button rotat dice use handl difficult posit compet friend quick mode see rank leaderboard want strategi instead adventur mode auto renew subscript subscript option follow subscript option game week diamond membership offer week subscript day free trial remov subscript period subscript also provid unlimit life coin doubler unlimit rotat coin day end trial subscript renew price unit kingdom custom price countri may vari actual charg may convert local currenc depend countri resid payment charg itun account confirm purchas subscript automat renew unless auto renew turn least hour end current period account charg renew within hour prior end current period identifi cost renew subscript may manag user auto renew may turn user account set purchas unus portion free trial period offer forfeit user purchas subscript public applic cancel trial subscript turn auto renew subscript whenev want itun check current trial subscript period expir unsubscrib current activ subscript period cancel subscript expir longer abl use element includ subscript option question comment feel free contact info oak technolog',Puzzle
'dont advis drive one thousand mile per hour ever want well car peopl bloodhound programm ltd build interest car car design one thousand mile per hour use cosworth race engin turn one fuel pump car use burn fighter jet engin low speed portion run truli break everi rule convent bloodhound seek exceed one thousand mile per hour driver board steer desert app austin meyer creator plane game realist represent like drive car undoubt fastest car world master bloodhound app actual familiar oper characterist real car',Racing
'age conan rise godslay rpg massiv multiplay game develop funcom came funcom publish game game rate skip rawg age conan rise godslay avail',RPG
'rememb good old fashion asteroid game well remad told basic game much origin add regular want make interest stick around thank bunch probabl wont feel need donat that fine drew art look kinda bad regard includ copi uniti script wrote game feel free take look fun feel free critic kill damn ufo robley',Shooter
'mysteri alien object detect enter solar system put charg mission investig use tool dispos determin alien intent achiev best outcom human alien person object random generat game play differ previous one game complet would love hear suggest could improv addit content peopl would like see',Simulation
'test basketbal skill behind three point line iphon offer point basketbal shooter game play friend simpli drag finger shoot basketbal tri best get highest score second good luck let featur true shoot gameplay adjust volum sound music realist court render sound effect',Sport
'tower defenc game creat programm game need protect comput cpu error virus sometim even need fix error given code game pixel imag game made also game info written binari game develop level got wave fun pleas give feedback game made godot',Strategy
'game roguelik platform game littl girl lili explor around dungeon beat monster let beat monster robot sword gun train bodi synopsi due great war human shift live place underground town creat howev underground societi self destruct protagonist head ground world dungeon fill monster skill tree item shield bomb pixel base anim contain',Action
'road farm speed countri adrenalin stay behind drive away fun peopl call best crazi lightn bcl mad tractor driver mad love speed total own fast tractor fun drive freeli countri road like convent like speed fun realist drive acceler first alway first first posit accept physic game realist huge fun drive tractor custom lot thing total free app real challeng tractor fan like real physic simul crs also competit vehicl use certain weapon fun achiev best realist drive possibl real deal anim field nice graphic cool tractor best physic avail guarante best fun ever realist tractor drive game inap purchas use fun fun custom tractor get powerup best fun ever free realist physic simul game featur tractor race career relax harvest mode one game real full life freeli access world realist graphic play physic simul lot total differ playfield peac farm snowi canyon lava cover high mountain mani differ tractor pimp accord tast lot powerup speed rocket repair shield mine differ control method select player inapp purchas get upgrad free harvest mode',Adventure
'freecel singl player classic card game variant solitair unlik solitair luck skill requir win deal freecel solitair blacklight true classic experi game optimis mobil big bold eye friend card avail multipl languag game offer option bookmark deal either play later share friend view solut featur give step step solut deal featur high resolut graphic bookmark puzzl play later share friend check solut step step famous million deal smart hint unlimit undo autocomplet auto save resum make sure interrupt perfect game experi phone well tablet auto sync stat multipl languag support detail player stat level leaderboard global countri friend various achiev',BoardGames
'exam prepar stress want learn without tension let pressur exam period affect prep effort mani way reliev studi stress boost perform cramflash random flashcard app allow use aid memor exam inform come beauti background calm studi music help learn relax app cover relev account financ term',Educational
'dragon ball tenkaichi tag team arcad fight game develop spike came publish bandai namco entertain play dragon ball tenkaichi tag team psp',Fighting
'marisa cook romant meal reimu decid stupid split bunch small clone bring reimus safeti mayb youll win',Puzzle
'dystopian near futur govern host wild popular realiti seri call bloodi ralli show attempt recreat infam group racer drive fastest power sophist ralli car ever built race usual involv seri major accid develop game hero interact publish game hero interact game your look high moddabl violent top arcad race game infinit varieti random generat race track campaign mode dystopian storylin side mission short list key featur satisfi arcad style car physic handl drift speed infinit amount random generat race track campaign mode singl player local possibl share custom built car track steam workshop other enjoy racer level campaign mode mission storytel car tune upgrad custom paint job racer avatar split screen local multiplay player configur set turn blood famili friend split screen race session race oppon ramp jump high qualiti ost dozen full length tune plan public issu tracker vote enabl matur content descript develop describ content like blood violenc curs bad joke random generat insult cutscen offend thing like organ coconut oil rub tire make slipperi game might turn set',Racing
'age conan unchain award win critic acclaim massiv multiplay onlin game set sexi savag brutal world conan barbarian tread footstep greatest fantasi hero time explor vast reach hyboria choos twelv differ class barbarian demonologist fight way rich glori battl creatur straight hell even engag coloss guild guild warfar robert howard brutal savag world hyboria come life way never seen experi massiv divers onlin multiplay world best friend steel hip wit choos twelv distinct class weav tale charact life begin stygian slave ship coast barachan isl without memori ident master destini age conan unchain combat system featur activ role combat control everi chop thrust swing weapon unleash devast combo show merci recruit alli rule guild work togeth acquir renown construct vast guild citi monument glori engag epic guild guild sieg warfar border kingdom claim battlekeep name peopl age conan unchain complet free play simpli creat account grab friend join fray',RPG
'classic mode control esc paus wasd move control mous cursor aim left mous button shoot use lmb destroy asteroid asteroid hit lose life pacifist mode control esc paus ship follow cursor dodg asteroid save astronaut give point astronaut spawn everi second random locat screen',Shooter
'love dress game knew make one first sok stori project control super basic use mous finger move item around arrow cycl differ alien pal dress wont lose progress other btw would love see screenshot creat',Simulation
'basketbal shot sport arcad game develop droidhen came publish droidhen play basketbal shot android',Sport
'anticorp strategi game manag tower defens human threaten new type infect kill peopl direct drive crazi earth plung chao face threat new kind treatment medicin stop virus urgent global health agenc develop new technic tri treat sick player miniatur medicin swallow patient infect zone found drug unfold antibodi yet activ necessari use terrain creat drug creat coloni recov resourc build fix defens protect antibodi develop featur free movement full direct movement system like teleport touchpad control enabl togeth turn touchpad wish climb procedur generat field procedur generat wave enemi path taken game differ tutori game mode launch build turret weapon enemi variant giant boss eng launch score leaderbord',Strategy
'game overview abyss game smooth oper experi origin game stori someon want clam find begin heart modern citi life peopl often lose dream fast pace life want describ ball like someon resist kind temptat need overcom social network anxious life desir depth break obstacl game earli test status may unfriend bug new player hope play player get control introduct player use keyboard mous oper button control left right movement ball avoid enemi obstacl left mous button press shield summon player enter bullet time absorb enemi bullet mous move control orient shield releas shield bullet shoot direct shield destroy enemi also use xbox control left stick control left right movement ball call shield enter bullet time point left stick control direct shield note bullet time energi limit player respond bullet time energi touch floor kill enemi player blood volum limit normal monster attack littl damag time sniper track monster attack three damag time player restor blood volum kill monster made game easter egg custom clearanc scene hope find interest level question contact leonmi yeah net team member programm chen shuaim cuz programm cicong zju art design jintao cuz art design cai jian buct art design zhang anda immu',Action
'free everyth unlock your littl skater boy explor new skate park first time run jump avoid sever obstacl make way around featur cute ador charact everyth unlock noth buy simpl control tap jump origin soundtrack fun whole famili even grandma love',Adventure
'play freecel solitair new generat popular card game free love solitair klondik spider solitair tripeak pyramid patienc card game freecel perfect game kept aliv tradit classic free cell use play goal build four foundat ascend suit sequenc ace king enjoy uniqu challeng deal featur classic free cell card game gorgeous high resolut graphic win anim complet game win reward unlock uniqu background card tutori access moment smart hint unlimit undo auto complet option play onlin craft smartphon tablet best experi whenev want wherev rememb import tip freecel tip uncov ace earli tip keep mani free cell possibl tip creat empti column store entir sequenc tip fun enjoy freecel app check free card board game solitair pyramid domino yatzi',BoardGames
'exam prepar stress want learn without tension let pressur exam period affect prep effort mani way reliev studi stress boost perform cramflash random flashcard app allow use aid memor exam inform come beauti background calm studi music help learn relax app cover relev audit control term',Educational
'dragon ball ultim tenkaichi arcad fight game develop spike origin releas publish bandai namco entertain game rate meh rawg dragon ball ultim tenkaichi avail playstat direct satoshi sumiya hiroshi takaki score game',Fighting
'travers maze differ everi time search crown dont get lost',Puzzle
'adventur back join henri jack jazzi blanki jump dodg slide way rich vari adventur bloodi trapland take mani challeng puzzl alon bring friend uniqu oper experi like unravel plot find secret spread throughout world beat way tough nail platform featur platform core best simpl learn yet hard master steam integr multiplay local split screen onlin player dedic game server multiplay work creat play share level seamless use power game editor among first creat popular arcad level mod share public new improv death scenario reward unlock child friend version option lot lot level trap puzzl extrem challeng yet total fair much much play keyboard possibl though gamepad recommend full support gamepad except build level editor',Racing
'age decad rpg game develop iron tower studio origin releas iron tower studio publish game play age decad',RPG
'asteroid remak updat visual power control arrow key move space shoot',Shooter
'prototyp border patrol type game updat mayb turn full game alien look goofi lol bewar',Simulation
'basketbal shooter star free sport multiplay basketbal game play peopl around world kill free time play basketbal shooter star impress competit goe top player tri star top basketbal shooter star gameplay mode awesom locat nice graphic sound multipl free cash option',Sport
'run thiev guild gas lit victorian underworld antihero fast pace digit board game oliv twist recruit street urchin hire thug start gang upgrad guild steal everyth bribe blackmail assassin way victori includ stori driven campaign skirmish intens onlin offlin pvp one goal mani foe play stori driven campaign skirmish jump onlin casual rank pvp multiplay challeng friend invit friend play asynchron increas pressur live match set custom hous rule tailor game tast take citi protect infiltr busi sneak estat set trap steal everyth citi rich oppon take first sneakeri stabberi skullduggeri upgrad guild recruit street urchin hire thug start gang bribe blackmail assassin opposit mani path top manag healthi economi spend ill gotten rich hire new recruit upgrad thiev skill acquir dead weapon gold thief best friend rise top see rank among master thiev game leaderboard',Strategy
'abyss odyssey action platform game develop ace team game also featur sever roguelik element plot game follow sever hero descend dungeon centuri chile citi santiago find warlock whose dream wreck havoc street south american town gameplay gameplay abyss odyssey fuse sever genr one creat someth absolut new player control charact whose main object complet procedur generat level without die kill mani monster way exit level implement procedur generat result high degre replay level play due infus roguelik element game player one life upon death player given weaker charact play new charact set aveng death previous one possibl reviv dead charact find use special alter found somewher level game combat heavili inspir sever japanes fight game player award new loot upon time move correct abyss odyssey featur uniqu level unlock system driven communiti game releas first act avail play next one unlock upon certain number player beat game boss',Action
'dark dragon best sell text mud rpg game begin dark room game rpg fan miss dark dragon consist text illustr widen imagin play game special experi extend beyond ordinari mobil game gamer enjoy dark dragon depend imagin uniqu game develop villag gather wood start fire build hut meantim search island encompass dark aura explor around fight monster get use loot begin end possibl creat stori accord choic adventur begin dark island secret dark forest stori full tension unfold fate dark island depend let start game right game take part stori dark room origin publish web doublespeak game facebook',Adventure
'fresh deck poker card game develop idl game origin releas publish idl game fresh deck poker avail android',BoardGames
'exam prepar stress want learn without tension let pressur exam period affect prep effort mani way reliev studi stress boost perform cramflash random flashcard app allow use aid memor exam inform come beauti background calm studi music help learn relax app cover secur terminolog relev cism exam flashcard includ',Educational
'dragon island taken evil griffin harpi daemon battl sky ultim decid see right claim beauti place play fierc dragon top shooter game must destroy mani enemi possibl evad asteroid enemi your score long last',Fighting
'brain game puzzl game develop isotop origin releas publish isotop brain game avail',Puzzle
'hover billboard read launch rich beg attend drive educ could wrong next stop rich experi divers level util distinct space ship challeng way play level feast upon color hand drawn art origin soundtrack numer enhanc avail pizza deliveri truckin earn receiv authent space drive degre pay authent space student loan fli across cosmos deliv pizza pull freight pay student loan blue collar astronaut game final bring togeth real newtonian physic base space flight crush realiti census base work class life hooray explor gender pay gap inequ student debt hell pizza robot span existenti hour fret lightn fast reload short vari level multitud way play level soon put circumst asid enjoy ride space ride',Racing
'age empir onlin strategi massiv multiplay game develop gas power game robot entertain origin releas microsoft studio publish game game rate meh rawg play age empir onlin',RPG
'develop use tutori complet playabl unorigin equal nick main riff song breaker song bear wood',Shooter
'hatch alien far away space ship give new space age virtual pet name look watch grow visual appear chang grow alien look differ depend treat featur feed alien pet choic exot fruit food collect fuel ship take pet walk adopt alien alien hatchi adopt planet play mini game exercis educ alien get sick level fuel collector better care pet get older alien hatchi modern full color virtual pet ador anim featur alien hatchi cousin hatchi retro look virtual pet app quick rose becom one best sell iphon game australia mani countri featur touch arcad best treat alien hatchi differ see mani differ form child teenag adult optimis iphon tall screen',Simulation
'world best multiplay basketbal game mobil creator multipl smash hit onlin sport game dribbl shoot score win grab ball take world basketbal star play fast pace authent multiplay basketbal show skill move fake juke oppon shoot basket defens stay face attack steal ball time leap block shot real time realist graphic basketbal mobil never look good fulli customis player varieti environ play compet two awesom multiplay game mode test duell instinct attack defend battl rush shoot hoop time base shoot race incred reward hundr uniqu item play like star enter higher rank match bigger stake unlock special basketbal uniqu wearabl grow power style level start underdog court play way top gain access exclus court compet best basketbal star player key featur true basketbal gameplay realist graphic differ onlin multiplay game mode easi pick challeng master customis item thousand uniqu look unlock basketbal dribbl feint shoot steal block get power bonus backboard free play download basketbal star miniclip requir iphon newer ipod touch gen ipad newer game need internet connect play miss latest news like miniclip follow twitter find miniclip term condit privaci polici',Sport
'antimatt dimens idl increment game multipl layer unlock prestig achiev basic goal reach infin receiv infin point spent various upgrad increas overal product',Strategy
'stori death dark engulf world human sinc perish leav robot alon rule robot compet fierc energi time simpli tend toward destruct human howev group robot commit resolv crisi studi human histori deepli reach conclus answer problem soul learn achiev must speak creator world unfortun recent inform creator suggest left univers long time ago solut travel anoth dimens search creator end endeavour build tran dimension space transport gameabyss raider unchart action tower defenc game set futur robot domin speci univers need surviv wave fierc enemi whilst search ancient ruin power prevent second apocalyps gameplay main divid two part first part strategi larg select turret must choos combin understand energi requir usabl game need deploy turret strateg real time make best use avail energi sourc second part tactic need choos skill complement turret configur creat exampl could select skill repair overload turret skill creat trap skill simpli provid addit firepow support abyss raider unchart need collect relic upgrad skill turret unlock new level good mixtur skill cun destroy ancient evil find relic hidden abyss featur kind turret special skill section level secret level',Action
'awak head throb vision blurri come light fire one appl download app rank top game countri app overal iap crippl game play data requir playabl without wifi elev devic privileg built love indi game develop',Adventure
'world giant lethal storm restless move around globe peopl learn surviv cold harsh hostil environ search refug place frost would never inspir deckbuild game like dominion ascens like frost solo surviv card game put charg group peopl look refug resourc weapon idea danger region repres card use wise challeng surviv deckbuild gameplay requir anticip strategi memori intrigu immers univers sloppi grace uniqu artwork hour gameplay difficulti mode endless mode scenario card unlock dozen card discov differ charact differ abil access pace rhythm playabl illustr might disturb youngest made love',BoardGames
'exam prepar stress want learn without tension let pressur exam period affect prep effort mani way reliev studi stress boost perform cramflash random flashcard app allow use aid memor exam inform come beauti background calm studi music help learn relax app cover secur terminolog relev cissp exam flashcard includ',Educational
'dragonbal evolut arcad fight game develop dimp came bandai namco entertain publish game play dragonbal evolut psp produc brett ratner stephen chow jame wong direct game score brian tyler',Fighting
'puzzl board develop hour jam simpl puzzl level mani move beat game control arrow key move charact fullscreeen restart room move counter',Puzzle
'game submiss ludum dare race game make car wheel much blast blueprint blast hahah gandhi',Racing
'age fear game roadmap thank support promis age fear seri improv time roadmap click open click open url tbs gameslook game similar age fear click open game age fear chao lord refresh fun strategi titl marri tabletop wargam element rpg game featur huge varieti unit novel hex free battl system moral flexibl multiplay play manipul succubuss brutal orc warchief two fulli voic stori driven campaign featur listtwo long scenario play manipul succubuss brutal orc warchief fulli voic stori driven campaign hex free battl system unit longer constrain artifici grid unit size matter steam workshop integr creat world share communiti easi play hard master age fear easi pick deep emerg strategi low hardwar requir game even work old laptop perman death charact fall battl stay dead unless evil necromanc rais zombi divers enemi roster game featur uniqu unit differ spell skill behaviour model neural network system influenc map age fear probabl one advanc strateg ever creat item artifact uniqu item age fear random distribut item give bonus also unlock power skill spell',RPG
'astral defens tini pixel art space shooter design mobil wave random generat endless scale difficulti collect power conserv special ammo troublesom alien vessel inspir retro arcad classic galaga user defin control menu top right default mac control left left arrow right right arrow fire spacebar click doubleshottoggl tripleshottoggl spreadshottoggl',Shooter
'readi give readi rage alien hostag must complet challeng given human scientist trap earth way escap travel back home complet everi singl one challeng everi danger rage induc stage consecut stage becom difficult guarante rage unless becom master control ufo collect prop proceed next stage buy upgrad human upgrad store destroy ship watch shatter small fragment level collect prop proceed exampl stage might small puzzl must complet think ive told far sound hard love next part human scientist also special design super weapon prevent reach home make back home',Simulation
'fun basketbal player addict game design basketbal fan like basketbal show basketbal skill play game featur simpl touch drag control realist physic tap drag anywher line chang power angl shot releas shoot score maximum number point within second allow skill earn money order purchas skill three ball throw three ball togeth sec magnet ball attract basket sec full line full trajectori line sec addit featur gamecent support compet friend via leaderboard rank shoot mani basketbal earn point coin drag finger aim basketbal make basketbal shot releas finger take basketbal shot basketbal hoop enjoy make basketbal shot score maximum number point within second allow time limit intuit touch screen control fun basketbal game play favorit game place time stat total score throw attempt made total accuraci accuraci chart like pro player leaderboard time limit achiev achiev throw row beginn expert pro perfect accuraci beginn expert pro point game beginn averag pro player skill shopper game visit www moojoygam com find facebook follow twitter moojoygam',Sport
'antispher antispher pvp competit twin stick shooter compet player around world conquer arena antispher fast pace arcad shooter goal simpl blast away competit two ship one arena head head custom ship loadout make sure loadout optim play friend see got speed reflex need climb rank play friend antispher onlin multiplay pvp finest quick match realli get test skill anyon world jump competit win got take antispher could fun casual game friend fight hardcor like long compet climb rank good enough start climb rank one best soon make ace rank find best best custom victori everyth antispher customiz chang ship fit like everyth color vapor trail bodi shield import chang loadout weapon loadout base one follow offens defens ultim depend choic match gon differ great custom combin almost endless content mayb wall spit curv ball offens stun dash teleport defens final shotgun ultim also see creat perfect counter loadout beat friend exclus mask payday steam automat get exclus antispher mask buy antispher get addit mask',Strategy
